depth,alpha,beta,efficiency,status
0,3.0,0.22,5.25147859002,Normal
1,2.21666666667,0.209,4.12633073101,Normal
2,0.358333333333,0.396,3.41589779986,Normal
3,-0.109722222222,0.53625,3.20605630471,Normal
4,-0.118055555556,0.53625,3.18689377809,Normal
5,-0.116666666667,0.5225,3.19730305181,Normal
6,-0.116666666667,0.5225,3.2145729832,Normal
7,-0.116666666667,0.5225,3.22711142654,Normal
8,-0.120138888889,0.515625,3.23444523303,Normal
9,-0.125347222222,0.5169140625,3.23799384907,Normal
