depth,alpha,beta,efficiency,status
0,3.0,0.22,5.24485450674,Normal
1,2.21666666667,0.209,4.11970664774,Normal
2,0.358333333333,0.396,3.40927371658,Normal
3,-0.109722222222,0.53625,3.19943222143,Normal
4,-0.118055555556,0.53625,3.18003312042,Normal
5,-0.116666666667,0.5225,3.19067896854,Normal
6,-0.116666666667,0.5225,3.20794889993,Normal
7,-0.122222222222,0.5225,3.22048734327,Normal
8,-0.125694444444,0.515625,3.22758457535,Normal
9,-0.122743055556,0.51390625,3.23136976579,Normal
